Time,PID,Tickets,Pass,Stride,Runtime
67369,13,32,297732,32,9090
67369,14,32,297737,32,9090
67369,15,32,297745,32,4657
67369,16,32,297748,32,4657
67369,17,8,297751,128,1165
67369,18,2,297754,512,292
67369,19,8,297757,128,1165
67369,20,8,297760,128,1165
70214,1,8,1792,128,14
70214,2,8,4224,128,19
70214,5,1,308876,1024,296
70214,4,8,308224,128,2374
70214,6,2,308376,512,590
70214,7,4,308133,256,1178
70214,8,8,308147,128,2355
70214,9,16,308097,64,4708
70214,10,32,308109,32,9415
70214,11,32,308118,32,9415
70214,12,32,308126,32,9415
70214,13,32,308100,32,9414
70214,14,32,308105,32,9414
70214,15,32,308113,32,4981
70214,16,32,308116,32,4981
70214,17,8,308119,128,1246
70214,18,2,308506,512,313
70214,19,8,308125,128,1246
70214,20,8,308128,128,1246
73059,1,8,1792,128,14
73059,2,8,4224,128,19
73059,5,1,319116,1024,306
73059,4,8,318592,128,2455
73059,6,2,318616,512,610
73059,7,4,318629,256,1219
73059,8,8,318515,128,2436
73059,9,16,318465,64,4870
73059,10,32,318477,32,9739
73059,11,32,318486,32,9739
73059,12,32,318494,32,9739
73059,13,32,318468,32,9738
73059,14,32,318473,32,9738
73059,15,32,318481,32,5305
73059,16,32,318484,32,5305
73059,17,8,318487,128,1327
73059,18,2,318746,512,333
73059,19,8,318493,128,1327
73059,20,8,318496,128,1327
75903,1,8,1792,128,14
75903,2,8,4224,128,19
75903,5,1,329356,1024,316
75903,4,8,328960,128,2536
75903,6,2,328856,512,630
75903,7,4,328869,256,1259
75903,8,8,328883,128,2517
75903,9,16,328833,64,5032
75903,10,32,328845,32,10063
75903,11,32,328854,32,10063
75903,12,32,328862,32,10063
75903,13,32,328836,32,10062
75903,14,32,328841,32,10062
75903,15,32,328849,32,5629
75903,16,32,328852,32,5629
75903,17,8,328855,128,1408
75903,18,2,328986,512,353
75903,19,8,328861,128,1408
75903,20,8,328864,128,1408
78749,1,8,1792,128,14
78749,2,8,4224,128,19
78749,5,1,339596,1024,326
78749,4,8,339328,128,2617
78749,6,2,339608,512,651
78749,7,4,339365,256,1300
78749,8,8,339251,128,2598
78749,9,16,339201,64,5194
78749,10,32,339213,32,10387
78749,11,32,339222,32,10387
78749,12,32,339230,32,10387
78749,13,32,339204,32,10386
78749,14,32,339209,32,10386
78749,15,32,339217,32,5953
78749,16,32,339220,32,5953
78749,17,8,339223,128,1489
78749,18,2,339226,512,373
78749,19,8,339229,128,1489
78749,20,8,339232,128,1489
81594,1,8,1792,128,14
81594,2,8,4224,128,19
81594,5,1,349836,1024,336
81594,4,8,349696,128,2698
81594,6,2,349848,512,671
81594,7,4,349605,256,1340
81594,8,8,349619,128,2679
81594,9,16,349569,64,5356
81594,10,32,349581,32,10711
81594,11,32,349590,32,10711
81594,12,32,349598,32,10711
81594,13,32,349572,32,10710
81594,14,32,349577,32,10710
81594,15,32,349585,32,6277
81594,16,32,349588,32,6277
81594,17,8,349591,128,1570
81594,18,2,349978,512,394
81594,19,8,349597,128,1570
81594,20,8,349600,128,1570
122323,11,32,518790,32,16000
122323,12,32,518798,32,16000
122323,13,32,518804,32,16000
122323,14,32,518809,32,16000
122323,15,32,518797,32,9532
122323,16,32,518800,32,9532
122323,17,8,518835,128,2384
122323,18,2,518966,512,597
122323,19,8,518841,128,2384
122323,20,8,518844,128,2384
